,SYSTEM,DA_BERT_P,DA_BERT_R,DA_BERT_F,BERT_P,BERT_R,BERT_F,HUG_BERT_P,HUG_BERT_R,HUG_BERT_F,METEOR,BLEU,TER,HUMAN
0,de-en.Human-A.0,0.3167869340663717,0.3169897,0.3168882796333191,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.9999998382701996,0.9999998382701996,0.9999998382701996,0.8663225209871702,1.0000000000000004,0.0,0.186
1,de-en.Human-B.0,0.28263786260128554,0.17804062,0.21846482016858704,0.7213240265846252,0.7232699990272522,0.7225843071937561,0.7213240439392579,0.7232701336075166,0.7225843162293647,0.5772435350740894,0.3399972154005675,0.5137799354666824,
2,de-en.Huoshan_Translate.789,0.2562418828223364,0.18203296,0.2128548732441119,0.7680367827415466,0.7589638233184814,0.7637609839439392,0.7680367789830372,0.7589639108841586,0.7637609605196934,0.6372366835400813,0.4353917569637551,0.43586631538438764,0.228
3,de-en.Online-A.1571,0.25938215404627385,0.17613138,0.20979985037139667,0.7542293667793274,0.7433657646179199,0.7490738034248352,0.7542294422722167,0.7433657092178703,0.7490738505200976,0.6161364509412538,0.40382187971434436,0.45928184482401346,0.179
4,de-en.Online-B.1587,0.25473100726960646,0.17911576,0.2103338828724626,0.7566578984260559,0.7478951215744019,0.7525514364242554,0.7566578231229903,0.7478950976945792,0.7525514408281654,0.6283133120076116,0.41922570154804895,0.44459903496048075,0.167
5,de-en.Online-G.1553,0.2562183424094066,0.1777951,0.20992144915567643,0.7420677542686462,0.7417919635772705,0.742213785648346,0.7420677513738346,0.7417919807752986,0.7422137698739957,0.6329172789192733,0.4140496741547512,0.44359255202628695,0.172
6,de-en.Online-Z.1629,0.2206030446712101,0.16237436,0.1870620984642588,0.6740767955780029,0.6993836760520935,0.6868816614151001,0.6740767593406568,0.6993836701580673,0.6868816297145406,0.5838464800463187,0.35442144733499037,0.5028862378259968,0.085
7,de-en.OPPO.1360,0.25182662539161177,0.1778345,0.208459452167305,0.7607290744781494,0.7473345398902893,0.7542548179626465,0.760729097484783,0.7473344603636463,0.7542548131601067,0.6312534430166437,0.4324869431340007,0.4417275983541044,0.220
8,de-en.PROMT_NMT.77,0.24758796809002248,0.17021035,0.20173386238218194,0.739443302154541,0.7295146584510803,0.7347608804702759,0.7394434037956462,0.7295146097992636,0.7347608209035958,0.6117857864052171,0.3962468514020007,0.4646102838873924,0.171
9,de-en.Tohoku-AIP-NTT.1442,0.25991811404550497,0.18538958,0.21641714432581183,0.7672857642173767,0.7653438448905945,0.7665646076202393,0.7672857715066072,0.7653438074953237,0.7665646633904452,0.6423793376331961,0.4379113102725446,0.4312779373020337,0.179
10,de-en.UEDIN.1066,0.252547283363423,0.17720243,0.20827002977378195,0.7509392499923706,0.7485418319702148,0.7500233054161072,0.7509392501252472,0.7485418205428276,0.7500232363392593,0.630652742963425,0.4226110708148593,0.4474704715668571,0.131
11,de-en.WMTBiomedBaseline.387,0.21580992593717951,0.1413665,0.1708303865929616,0.6369209885597229,0.6408340930938721,0.6391603350639343,0.6369210204073957,0.6408341480430904,0.6391603992670585,0.5546208727028855,0.32139476992261423,0.5451881235013765,-0.079
12,de-en.yolo.1052,-0.11815680710531563,-0.07022949,-0.08809656178725471,-0.09063082933425903,-0.08283670991659164,-0.09151683002710342,-0.09063082426481667,-0.09485369124575845,-0.09151683380859933,0.0817061687000187,0.0018053892495653162,0.9374204434445397,-1.618
13,de-en.zlabs-nlp.1153,0.17349318764390065,0.12913287,0.14806175719276649,0.5679797530174255,0.6036903262138367,0.5856825709342957,0.5679797578134402,0.6036903595949292,0.5856825951308866,0.5369363769158132,0.31515581276124904,0.5606405967851751,-0.106
