,SYSTEM,DA_BERT_P,DA_BERT_R,DA_BERT_F,BERT_P,BERT_R,BERT_F
0,alibaba-ensemble-model.5732,0.34650688784824724,0.12613687,0.18494814894149084,0.8467984795570374,0.8423247337341309,0.8443343639373779
1,alibaba-ensemble-model.5744,0.3458340106703402,0.12600322,0.18470860826208832,0.8471779227256775,0.8414523005485535,0.8440890312194824
2,NICT.5695,0.34818675823159895,0.12633319,0.18539808307627131,0.8459241390228271,0.8420276045799255,0.8437713384628296
3,online-A.0,0.3629652948275039,0.123242594,0.18400682332053214,0.8275613784790039,0.8162630200386047,0.8217031359672546
4,online-B.0,0.3382460077383443,0.12729122,0.18497230207227405,0.8511335253715515,0.8436703085899353,0.8472160696983337
5,online-G.0,0.33742637271074005,0.12512164,0.18255117101081503,0.8376405239105225,0.8287821412086487,0.8329298496246338
6,RWTH.5632,0.3596974251388944,0.12569064,0.18628640692941753,0.8410061597824097,0.8376678824424744,0.8391624093055725
7,uedin.5644,0.3454643841899192,0.1266958,0.1853984609255493,0.8477396368980408,0.8443485498428345,0.8458408117294312
