,SYSTEM,DA_BERT_P,DA_BERT_R,DA_BERT_F,BERT_P,BERT_R,BERT_F,HUG_BERT_P,HUG_BERT_R,HUG_BERT_F,METEOR,BLEU,TER
0,ru-en.AFRL.1083,0.19269701501799957,0.11272063,0.14223755186052886,0.6978572010993958,0.705431342124939,0.7018540501594543,0.6978571634666452,0.7054313214213374,0.7018539680428352,0.5334825192557135,0.34966338022962096,0.5325972368640071
1,ru-en.ariel197197.512,0.2185290812711857,0.12740795,0.16096769167341216,0.7500561475753784,0.7438867688179016,0.7471698522567749,0.7500561586685486,0.743886711092818,0.7471697924980061,0.5508282481207006,0.39141526986568137,0.48637851634023194
2,ru-en.DiDi_NLP.1191,0.19632916256069072,0.11111757,0.14191479273051513,0.6949793100357056,0.6981653571128845,0.6968346238136292,0.6949792891180689,0.6981653902326325,0.6968345557412914,0.5218718882175518,0.34062819754323603,0.5384231260056594
3,ru-en.eTranslation.686,0.21724480188342526,0.1319795,0.16420311838897447,0.7435842156410217,0.7541520595550537,0.7490748763084412,0.7435842310402666,0.7541520750501562,0.749074907475325,0.5547930733675747,0.37472044691767165,0.5056871774954225
4,ru-en.Human-A.0,0.2551211585406726,0.25541517,0.2552680803031914,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.9999998358616795,0.9999998358616795,0.9999998359218255,0.8002091000999033,1.0000000000000004,0.0
5,ru-en.Human-B.0,0.23198098278103393,0.14084044,0.1752705281015678,0.7308349013328552,0.7401300668716431,0.7356407642364502,0.7308348858828622,0.7401300904152616,0.7356408694918773,0.5303449454512359,0.34606278821683206,0.5277145869167176
6,ru-en.Online-A.1583,0.20713088960111523,0.120585494,0.15243046647323347,0.7312221527099609,0.7276180982589722,0.729637861251831,0.731222185880457,0.7276181131131443,0.7296378622550469,0.5416815844010751,0.3653879341239806,0.5074072019086723
7,ru-en.Online-B.1603,0.20730952612279757,0.12396685,0.15515449229054676,0.7315570712089539,0.7366190552711487,0.7343047261238098,0.7315570532666626,0.7366190417608628,0.7343047210489946,0.5497327771776888,0.37923028030681094,0.5026355212783665
8,ru-en.Online-G.1567,0.20851615527630027,0.12555422,0.1567339400674056,0.7340348958969116,0.7411950826644897,0.7378274202346802,0.7340348595734516,0.7411951225036689,0.7378273802601726,0.5651498864299601,0.37458733428941743,0.48293846751373243
9,ru-en.Online-Z.1644,0.19434756743332288,0.10724518,0.13821843965043965,0.6803542971611023,0.6809303164482117,0.680892825126648,0.6803542654491457,0.6809302932205944,0.6808928451026244,0.5084053629842127,0.3197447187980694,0.5570104866004549
10,ru-en.OPPO.1094,0.21104574552642455,0.12704943,0.15861357258367736,0.7465253472328186,0.7470254302024841,0.7469857931137085,0.7465253946624295,0.7470254410249976,0.7469859074934655,0.5574182251007068,0.39164264810999455,0.4874882095100705
11,ru-en.PROMT_NMT.78,0.2044615127006289,0.124581516,0.15482549677276108,0.735464870929718,0.7415738105773926,0.7387314438819885,0.7354648283144269,0.7415737711705125,0.7387314992801753,0.5579787168601034,0.3820707000345375,0.4980857792820285
12,ru-en.zlabs-nlp.1164,0.18586073567720185,0.101853095,0.13159250024612917,0.646861732006073,0.657589852809906,0.6524909138679504,0.6468617596562978,0.6575898807946927,0.6524908641244235,0.49571251387394855,0.2959543755196956,0.5786495034123065
